session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation
20260127_172224,1769505789.022778,0.3,0.981,0.207,0.322,0.062,0.133,0.452,0.415,0.246,0.437,0.591,0.0,0.437,0.0,0.0,0.0,0.169,-0.988,0.0,0.0,"{'tension_score': 0.047, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.062, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.19, 'emotional_influence': 0.0}}",{},"{'happy': 0.463, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.537, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.537,low,0.263,0.428,0.388,0.42,-0.022,-1.3,1.3
20260127_172224,1769505789.1156478,0.3,0.979,0.223,0.338,0.058,0.145,0.479,0.418,0.224,0.463,0.662,0.0,0.463,0.0,0.0,0.0,0.174,-0.99,0.0,0.0,"{'tension_score': 0.045, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.058, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.185, 'emotional_influence': 0.0}}",{},"{'happy': 0.486, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.514, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.514,low,0.262,0.433,0.387,0.421,-0.041,-1.258,1.259
20260127_172224,1769505789.228488,0.3,0.982,0.204,0.325,0.058,0.145,0.448,0.417,0.247,0.422,0.555,0.0,0.422,0.0,0.0,0.0,0.171,-0.989,0.0,0.0,"{'tension_score': 0.045, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.058, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.181, 'emotional_influence': 0.0}}",{},"{'happy': 0.46, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.54, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.54,low,0.263,0.428,0.388,0.421,-0.027,-1.273,1.274
20260127_172224,1769505789.323748,0.3,0.977,0.213,0.317,0.054,0.159,0.462,0.417,0.269,0.412,0.526,0.0,0.412,0.0,0.0,0.0,0.177,-0.992,0.0,0.0,"{'tension_score': 0.043, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.054, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.176, 'emotional_influence': 0.0}}",{},"{'happy': 0.454, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.546, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.546,low,0.264,0.428,0.387,0.416,-0.034,-1.243,1.244
20260127_172224,1769505789.4245162,0.3,0.977,0.204,0.317,0.045,0.158,0.474,0.422,0.289,0.398,0.532,0.0,0.398,0.0,0.0,0.0,0.177,-0.992,0.0,0.0,"{'tension_score': 0.039, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.045, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.17, 'emotional_influence': 0.0}}",{},"{'happy': 0.438, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.562, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.562,low,0.263,0.426,0.388,0.415,-0.034,-1.223,1.224
20260127_172224,1769505789.5162485,0.3,0.975,0.218,0.292,0.0,0.202,0.424,0.428,0.356,0.409,0.625,0.0,0.409,0.0,0.0,0.0,0.189,-0.989,0.0,0.0,"{'tension_score': 0.025, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.165, 'emotional_influence': 0.0}}",{},"{'happy': 0.438, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.562, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.562,low,0.263,0.412,0.389,0.406,-0.032,-1.135,1.135
20260127_172224,1769505789.6160238,0.3,0.976,0.195,0.296,0.013,0.201,0.422,0.423,0.371,0.394,0.613,0.0,0.394,0.0,0.0,0.0,0.18,-0.989,0.0,0.0,"{'tension_score': 0.028, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.013, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.159, 'emotional_influence': 0.0}}",{},"{'happy': 0.428, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.572, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.572,low,0.263,0.41,0.389,0.404,-0.022,-1.157,1.157
20260127_172224,1769505789.7075937,0.3,0.975,0.199,0.298,0.016,0.194,0.428,0.427,0.451,0.422,0.639,0.0,0.422,0.0,0.0,0.0,0.192,-0.992,0.0,0.0,"{'tension_score': 0.028, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.016, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.152, 'emotional_influence': 0.0}}",{},"{'happy': 0.412, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.588, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.588,low,0.264,0.398,0.387,0.393,-0.035,-1.153,1.154
20260127_172224,1769505789.7879932,0.3,0.973,0.171,0.261,0.0,0.248,0.438,0.435,0.556,0.43,0.686,0.0,0.43,0.0,0.0,0.042,0.196,-0.993,0.0,0.0,"{'tension_score': 0.022, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.146, 'emotional_influence': 0.0}}",{},"{'happy': 0.406, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.594, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.594,low,0.263,0.384,0.386,0.374,-0.041,-1.043,1.044
20260127_172224,1769505789.8728764,0.3,0.975,0.19,0.262,0.0,0.247,0.404,0.433,0.599,0.39,0.613,0.0,0.39,0.0,0.0,0.0,0.194,-0.991,0.0,0.0,"{'tension_score': 0.021, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.138, 'emotional_influence': 0.0}}",{},"{'happy': 0.382, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.618, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.618,low,0.263,0.378,0.386,0.371,-0.03,-1.054,1.054
20260127_172224,1769505789.964225,0.3,0.974,0.165,0.236,0.0,0.279,0.419,0.442,0.685,0.361,0.676,0.0,0.361,0.0,0.0,0.0,0.195,-0.993,0.0,0.0,"{'tension_score': 0.02, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.131, 'emotional_influence': 0.0}}",{},"{'happy': 0.362, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.638, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.638,low,0.265,0.363,0.386,0.355,-0.026,-0.984,0.984
20260127_172224,1769505790.0606458,0.3,0.972,0.182,0.258,0.0,0.257,0.417,0.44,0.717,0.381,0.661,0.0,0.381,0.0,0.0,0.0,0.211,-0.992,0.0,0.0,"{'tension_score': 0.02, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.13, 'emotional_influence': 0.0}}",{},"{'happy': 0.355, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.645, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.645,low,0.268,0.362,0.386,0.351,-0.042,-1.022,1.023
20260127_172224,1769505790.156058,0.3,0.971,0.161,0.238,0.0,0.268,0.409,0.441,0.786,0.319,0.644,0.0,0.319,0.0,0.0,0.0,0.203,-0.994,0.0,0.0,"{'tension_score': 0.02, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.13, 'emotional_influence': 0.0}}",{},"{'happy': 0.324, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.676, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.676,low,0.272,0.352,0.389,0.339,-0.03,-1.008,1.008
20260127_172224,1769505790.257661,0.3,0.972,0.168,0.244,0.0,0.263,0.423,0.444,0.871,0.314,0.641,0.0,0.314,0.0,0.0,0.0,0.213,-0.995,0.0,0.0,"{'tension_score': 0.02, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.13, 'emotional_influence': 0.0}}",{},"{'happy': 0.305, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.695, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.695,low,0.276,0.343,0.394,0.331,-0.038,-1.0,1.0
20260127_172224,1769505790.3653274,0.3,0.973,0.173,0.234,0.0,0.295,0.421,0.445,0.935,0.318,0.65,0.0,0.318,0.0,0.0,0.0,0.213,-0.992,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.129, 'emotional_influence': 0.0}}",{},"{'happy': 0.308, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.692, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.692,low,0.278,0.335,0.396,0.323,-0.022,-0.955,0.956
20260127_172224,1769505790.573267,0.3,0.971,0.163,0.214,0.0,0.33,0.441,0.455,0.997,0.321,0.801,0.0,0.321,0.0,0.0,0.275,0.21,-0.99,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.129, 'emotional_influence': 0.0}}",{},"{'happy': 0.309, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.691, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.691,low,0.27,0.313,0.385,0.3,-0.022,-0.858,0.858
20260127_172224,1769505790.7351742,0.3,0.965,0.128,0.173,0.0,0.357,0.412,0.454,0.951,0.303,0.866,0.0,0.303,0.0,0.0,0.229,0.221,-0.987,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.319, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.681, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.681,low,0.264,0.321,0.382,0.305,-0.036,-0.836,0.837
20260127_172224,1769505790.8113482,0.3,0.97,0.137,0.194,0.0,0.323,0.403,0.447,0.91,0.334,0.852,0.0,0.334,0.0,0.0,0.336,0.211,-0.989,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.267, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.181, 'disgust': 0.552, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.552,low,0.266,0.326,0.383,0.312,-0.031,-0.897,0.898
20260127_172224,1769505790.9106028,0.3,0.967,0.132,0.189,0.0,0.331,0.423,0.444,0.912,0.322,0.816,0.0,0.322,0.234,0.0,0.022,0.207,-0.988,0.0,0.0,"{'tension_score': 0.089, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.234, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.011}}",{},"{'happy': 0.242, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.503, 'contempt': 0.0, 'anxiety': 0.038, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.217, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.503,low,0.267,0.331,0.384,0.315,-0.027,-0.887,0.887
20260127_172224,1769505790.9877963,0.3,0.976,0.153,0.232,0.0,0.296,0.41,0.44,0.878,0.351,0.765,0.0,0.351,0.0,0.0,0.005,0.195,-0.989,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.329, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.671, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.671,low,0.273,0.334,0.389,0.325,-0.016,-0.958,0.958
20260127_172224,1769505791.0721157,0.3,0.972,0.132,0.203,0.0,0.326,0.412,0.446,0.88,0.3,0.763,0.0,0.3,0.315,0.0,0.0,0.202,-0.991,0.0,0.0,"{'tension_score': 0.134, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.315, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.036}}",{},"{'happy': 0.215, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.456, 'contempt': 0.0, 'anxiety': 0.119, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.21, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.456,low,0.273,0.338,0.39,0.324,-0.025,-0.893,0.894
20260127_172224,1769505791.1794708,0.3,0.977,0.16,0.227,0.0,0.311,0.417,0.449,0.891,0.296,0.813,0.0,0.296,0.0,0.0,0.028,0.206,-0.992,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.312, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.688, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.688,low,0.273,0.331,0.391,0.321,-0.03,-0.908,0.908
20260127_172224,1769505791.2751715,0.3,0.974,0.156,0.237,0.0,0.318,0.398,0.451,0.898,0.306,0.777,0.0,0.306,0.0,0.0,0.0,0.209,-0.992,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.316, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.684, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.684,low,0.273,0.329,0.391,0.32,-0.034,-0.902,0.902
20260127_172224,1769505791.3718512,0.3,0.976,0.149,0.228,0.0,0.324,0.403,0.45,0.895,0.313,0.773,0.0,0.313,0.0,0.0,0.0,0.203,-0.991,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.128, 'emotional_influence': 0.0}}",{},"{'happy': 0.321, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.679, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.679,low,0.273,0.329,0.391,0.321,-0.023,-0.9,0.9
20260127_172224,1769505791.4506264,0.3,0.976,0.16,0.235,0.0,0.315,0.394,0.449,0.883,0.326,0.791,0.0,0.326,0.0,0.0,0.0,0.197,-0.99,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.126, 'emotional_influence': 0.0}}",{},"{'happy': 0.325, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.675, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.675,low,0.272,0.33,0.391,0.321,-0.016,-0.91,0.91
20260127_172224,1769505791.53021,0.3,0.976,0.16,0.236,0.0,0.314,0.404,0.449,0.88,0.327,0.79,0.0,0.327,0.0,0.0,0.0,0.198,-0.99,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.125, 'emotional_influence': 0.0}}",{},"{'happy': 0.325, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.675, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.675,low,0.272,0.33,0.39,0.321,-0.016,-0.913,0.913
20260127_172224,1769505791.6291497,0.3,0.976,0.163,0.243,0.0,0.301,0.386,0.45,0.873,0.332,0.787,0.0,0.332,0.0,0.0,0.0,0.198,-0.991,0.0,0.0,"{'tension_score': 0.018, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.123, 'emotional_influence': 0.0}}",{},"{'happy': 0.324, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.676, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.676,low,0.273,0.328,0.391,0.32,-0.009,-0.93,0.93
20260127_172224,1769505791.7089539,0.3,0.975,0.152,0.227,0.0,0.31,0.394,0.449,0.869,0.325,0.796,0.0,0.325,0.0,0.0,0.0,0.198,-0.99,0.0,0.0,"{'tension_score': 0.018, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.121, 'emotional_influence': 0.0}}",{},"{'happy': 0.325, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.675, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.675,low,0.273,0.33,0.393,0.322,-0.006,-0.924,0.924
20260127_172224,1769505791.7894528,0.3,0.972,0.138,0.221,0.0,0.294,0.403,0.444,0.863,0.351,0.702,0.0,0.351,0.0,0.0,0.0,0.201,-0.991,0.0,0.0,"{'tension_score': 0.018, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.118, 'emotional_influence': 0.0}}",{},"{'happy': 0.33, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.67, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.67,low,0.278,0.337,0.397,0.323,-0.012,-0.954,0.954
20260127_172224,1769505791.868998,0.3,0.973,0.142,0.224,0.0,0.279,0.415,0.446,0.853,0.363,0.75,0.0,0.363,0.0,0.0,0.0,0.201,-0.991,0.0,0.0,"{'tension_score': 0.017, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.116, 'emotional_influence': 0.0}}",{},"{'happy': 0.331, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.669, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.669,low,0.279,0.337,0.398,0.323,-0.014,-0.969,0.969
20260127_172224,1769505791.984454,0.3,0.97,0.133,0.201,0.0,0.305,0.435,0.449,0.809,0.35,0.743,0.0,0.35,0.0,0.0,0.064,0.207,-0.991,0.0,0.0,"{'tension_score': 0.017, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.113, 'emotional_influence': 0.0}}",{},"{'happy': 0.342, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.658, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.658,low,0.288,0.346,0.408,0.329,-0.015,-0.927,0.927
20260127_172224,1769505792.0610785,0.3,0.965,0.159,0.208,0.0,0.296,0.537,0.443,0.771,0.289,0.756,0.0,0.289,0.0,0.0,0.0,0.218,-0.99,0.0,0.0,"{'tension_score': 0.017, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.111, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.537, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.325, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.675, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",disgust,0.675,low,0.29,0.361,0.416,0.341,-0.039,-0.95,0.951
