session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation
20260123_174823,1769161705.5523636,0.3,0.992,0.247,0.299,0.086,0.434,0.476,0.492,0.023,0.0,0.694,0.0,0.0,0.272,0.0,0.237,0.269,-0.999,0.0,0.0,"{'tension_score': 0.395, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.086, 'lip_compression': 0.272, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.465,0.521,0.573,0.527,-0.06,-0.656,0.658
20260123_174823,1769161705.5920913,0.3,0.991,0.248,0.302,0.085,0.434,0.475,0.492,0.022,0.0,0.692,0.0,0.0,0.377,0.0,0.188,0.271,-0.999,0.0,0.0,"{'tension_score': 0.421, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.085, 'lip_compression': 0.377, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.465,0.521,0.572,0.528,-0.063,-0.657,0.66
20260123_174823,1769161705.6437423,0.3,0.992,0.246,0.298,0.077,0.434,0.483,0.492,0.024,0.0,0.706,0.0,0.0,0.133,0.0,0.179,0.269,-0.999,0.0,0.0,"{'tension_score': 0.057, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.133, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.466,0.521,0.573,0.527,-0.062,-0.653,0.656
20260123_174823,1769161705.6822784,0.3,0.991,0.246,0.3,0.084,0.434,0.496,0.493,0.026,0.0,0.678,0.0,0.0,0.526,0.0,0.165,0.271,-0.999,0.0,0.0,"{'tension_score': 0.458, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.084, 'lip_compression': 0.526, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.466,0.521,0.573,0.528,-0.061,-0.654,0.657
20260123_174823,1769161705.7169967,0.3,0.99,0.247,0.297,0.081,0.436,0.495,0.493,0.034,0.0,0.682,0.0,0.0,0.737,0.0,0.171,0.269,-0.999,0.0,0.0,"{'tension_score': 0.51, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.081, 'lip_compression': 0.737, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.467,0.519,0.574,0.528,-0.057,-0.648,0.65
20260123_174823,1769161705.7428613,0.3,0.99,0.247,0.298,0.081,0.442,0.48,0.493,0.04,0.0,0.691,0.0,0.0,0.442,0.0,0.191,0.272,-0.999,0.0,0.0,"{'tension_score': 0.436, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.081, 'lip_compression': 0.442, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.467,0.519,0.574,0.525,-0.059,-0.646,0.649
20260123_174823,1769161705.762382,0.3,0.99,0.246,0.298,0.08,0.444,0.467,0.492,0.043,0.0,0.687,0.0,0.0,0.474,0.0,0.215,0.269,-0.999,0.0,0.0,"{'tension_score': 0.443, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.474, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.468,0.517,0.574,0.526,-0.058,-0.646,0.649
20260123_174823,1769161705.785843,0.3,0.991,0.244,0.294,0.079,0.441,0.475,0.493,0.045,0.0,0.713,0.0,0.0,0.212,0.0,0.251,0.27,-0.999,0.0,0.0,"{'tension_score': 0.378, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.079, 'lip_compression': 0.212, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.467,0.517,0.574,0.525,-0.059,-0.643,0.645
20260123_174823,1769161705.8116782,0.3,0.991,0.245,0.297,0.076,0.439,0.482,0.493,0.045,0.0,0.711,0.0,0.0,0.144,0.0,0.21,0.269,-0.999,0.0,0.0,"{'tension_score': 0.06, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.076, 'lip_compression': 0.144, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.466,0.518,0.574,0.525,-0.059,-0.646,0.649
20260123_174823,1769161705.8480115,0.3,0.992,0.245,0.298,0.074,0.433,0.477,0.493,0.042,0.0,0.704,0.0,0.0,0.306,0.0,0.165,0.267,-0.999,0.0,0.0,"{'tension_score': 0.4, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.074, 'lip_compression': 0.306, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.466,0.518,0.574,0.525,-0.058,-0.653,0.655
20260123_174823,1769161705.8799052,0.3,0.99,0.248,0.305,0.087,0.437,0.453,0.492,0.034,0.0,0.698,0.0,0.0,0.526,0.0,0.165,0.264,-0.999,0.0,0.0,"{'tension_score': 0.458, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.087, 'lip_compression': 0.526, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.467,0.518,0.574,0.526,-0.058,-0.658,0.66
20260123_174823,1769161705.9071949,0.3,0.99,0.252,0.307,0.098,0.436,0.476,0.492,0.032,0.0,0.669,0.0,0.0,0.57,0.0,0.151,0.27,-0.999,0.0,0.0,"{'tension_score': 0.473, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.098, 'lip_compression': 0.57, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.468,0.519,0.575,0.527,-0.062,-0.656,0.659
20260123_174823,1769161705.944942,0.3,0.989,0.254,0.316,0.123,0.425,0.505,0.492,0.022,0.0,0.649,0.0,0.0,0.432,0.0,0.148,0.27,-0.999,0.0,0.0,"{'tension_score': 0.446, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.123, 'lip_compression': 0.432, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.123, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.47,0.519,0.577,0.53,-0.058,-0.667,0.67
20260123_174823,1769161705.9909563,0.3,0.989,0.256,0.316,0.125,0.425,0.458,0.491,0.017,0.0,0.675,0.0,0.0,0.116,0.0,0.106,0.271,-0.999,0.0,0.0,"{'tension_score': 0.368, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.125, 'lip_compression': 0.116, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.125, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.472,0.52,0.578,0.529,-0.056,-0.678,0.68
20260123_174823,1769161706.0424755,0.3,0.989,0.259,0.319,0.118,0.426,0.454,0.491,0.016,0.0,0.674,0.0,0.0,0.162,0.0,0.076,0.27,-0.999,0.0,0.0,"{'tension_score': 0.377, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.118, 'lip_compression': 0.162, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.118, 'duration_frames': 5, 'onset_frame': 10}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.472,0.52,0.579,0.53,-0.055,-0.679,0.681
20260123_174823,1769161706.0757883,0.3,0.99,0.257,0.318,0.119,0.424,0.496,0.491,0.023,0.0,0.655,0.0,0.0,0.285,0.0,0.123,0.268,-0.999,0.0,0.0,"{'tension_score': 0.408, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.119, 'lip_compression': 0.285, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.119, 'duration_frames': 6, 'onset_frame': 9}, 'au7_eye_squeeze': {'intensity': 0.496, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.473,0.519,0.579,0.53,-0.055,-0.668,0.67
20260123_174823,1769161706.1149354,0.3,0.989,0.256,0.314,0.12,0.43,0.48,0.492,0.027,0.0,0.665,0.0,0.0,0.447,0.0,0.14,0.268,-0.998,0.0,0.0,"{'tension_score': 0.449, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.12, 'lip_compression': 0.447, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.12, 'duration_frames': 6, 'onset_frame': 9}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.473,0.518,0.58,0.529,-0.054,-0.667,0.669
20260123_174823,1769161706.149041,0.3,0.988,0.253,0.31,0.115,0.442,0.467,0.493,0.034,0.0,0.68,0.0,0.0,0.614,0.0,0.213,0.27,-0.998,0.0,0.0,"{'tension_score': 0.489, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.115, 'lip_compression': 0.614, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.115, 'duration_frames': 6, 'onset_frame': 9}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.473,0.517,0.579,0.528,-0.055,-0.652,0.654
20260123_174823,1769161706.1708722,0.3,0.989,0.254,0.308,0.105,0.442,0.471,0.493,0.04,0.0,0.679,0.0,0.0,0.425,0.0,0.179,0.267,-0.999,0.0,0.0,"{'tension_score': 0.438, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.105, 'lip_compression': 0.425, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.473,0.517,0.579,0.528,-0.051,-0.649,0.651
20260123_174823,1769161706.1963356,0.3,0.991,0.251,0.305,0.108,0.441,0.476,0.493,0.038,0.0,0.7,0.0,0.0,0.379,0.0,0.221,0.273,-0.998,0.0,0.0,"{'tension_score': 0.428, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.108, 'lip_compression': 0.379, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.472,0.516,0.579,0.527,-0.06,-0.648,0.651
20260123_174823,1769161706.2309184,0.3,0.989,0.254,0.304,0.101,0.45,0.459,0.493,0.041,0.0,0.691,0.0,0.0,0.412,0.0,0.151,0.269,-0.999,0.0,0.0,"{'tension_score': 0.434, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.101, 'lip_compression': 0.412, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.475,0.52,0.58,0.528,-0.043,-0.641,0.643
20260123_174823,1769161706.2612631,0.3,0.992,0.251,0.299,0.106,0.445,0.518,0.493,0.03,0.0,0.699,0.0,0.0,0.129,0.0,0.127,0.269,-0.999,0.0,0.0,"{'tension_score': 0.365, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.106, 'lip_compression': 0.129, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.478,0.526,0.582,0.533,-0.028,-0.625,0.626
20260123_174823,1769161706.2859032,0.3,0.991,0.251,0.296,0.098,0.453,0.515,0.492,0.027,0.0,0.688,0.0,0.0,0.0,0.0,0.06,0.27,-0.999,0.0,0.0,"{'tension_score': 0.03, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.098, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.515, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.48,0.528,0.585,0.535,-0.019,-0.622,0.622
20260123_174823,1769161707.8623667,0.3,0.989,0.25,0.309,0.097,0.445,0.479,0.492,0.029,0.0,0.71,0.0,0.0,0.281,0.0,0.027,0.267,-0.999,0.0,0.0,"{'tension_score': 0.4, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.097, 'lip_compression': 0.281, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.475,0.524,0.581,0.533,-0.037,-0.643,0.644
20260123_174823,1769161707.892248,0.3,0.989,0.248,0.303,0.098,0.439,0.469,0.494,0.013,0.0,0.751,0.0,0.0,0.003,0.08,0.0,0.267,-0.998,0.0,0.0,"{'tension_score': 0.031, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.098, 'lip_compression': 0.003, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.474,0.525,0.58,0.533,-0.038,-0.643,0.644
20260123_174823,1769161707.9132578,0.3,0.989,0.246,0.3,0.1,0.434,0.494,0.494,0.011,0.0,0.72,0.0,0.0,0.507,0.039,0.0,0.271,-0.999,0.0,0.0,"{'tension_score': 0.458, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.1, 'lip_compression': 0.507, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.473,0.524,0.58,0.533,-0.038,-0.644,0.645
20260123_174823,1769161707.9483678,0.3,0.992,0.247,0.296,0.079,0.44,0.501,0.493,0.016,0.0,0.719,0.0,0.0,0.063,0.0,0.0,0.267,-0.999,0.0,0.0,"{'tension_score': 0.04, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.079, 'lip_compression': 0.063, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.472,0.525,0.579,0.532,-0.035,-0.638,0.639
20260123_174823,1769161707.9791481,0.3,0.99,0.249,0.302,0.089,0.436,0.517,0.493,0.017,0.0,0.713,0.0,0.0,0.529,0.0,0.022,0.268,-0.999,0.0,0.0,"{'tension_score': 0.46, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.089, 'lip_compression': 0.529, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au7_eye_squeeze': {'intensity': 0.517, 'duration_frames': 3, 'onset_frame': 12}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.472,0.526,0.578,0.533,-0.036,-0.647,0.648
20260123_174823,1769161708.000789,0.3,0.99,0.248,0.3,0.093,0.428,0.514,0.492,0.019,0.0,0.727,0.0,0.0,0.296,0.0,0.037,0.268,-0.999,0.0,0.0,"{'tension_score': 0.403, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.296, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.3}}","{'au7_eye_squeeze': {'intensity': 0.514, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.469,0.524,0.575,0.532,-0.048,-0.653,0.655
20260123_174823,1769161708.0227013,0.3,0.992,0.242,0.306,0.093,0.417,0.528,0.491,0.015,0.0,0.718,0.0,0.0,0.056,0.0,0.0,0.266,-0.999,0.0,0.0,"{'tension_score': 0.043, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.056, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.528, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.467,0.522,0.574,0.53,-0.063,-0.67,0.673
20260123_174823,1769161708.0658941,0.3,0.994,0.246,0.31,0.086,0.406,0.492,0.491,0.006,0.0,0.729,0.0,0.0,0.0,0.0,0.0,0.265,-0.999,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.086, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.467,0.521,0.574,0.527,-0.062,-0.685,0.688
